"beach_id","beach_name","latitude","longitude","sunrise","sunset","weather_description","temperature","water_temperature","cloud_cover","wind_speed","wave_height"
7,"Clam Beach",40.99536694,-124.1109588,"07:49:00","18:11:00","Patchy rain possible",47,52,"86",7,9.5
7,"Clam Beach",40.99536694,-124.1109588,"07:01:00","17:00:00","Cloudy",46,51,"73",4,5.6
7,"Clam Beach",40.99536694,-124.1109588,"07:06:00","16:57:00","Clear",48,47,"0",6,4.6
7,"Clam Beach",40.99536694,-124.1109588,"07:02:00","16:59:00","Clear",43,51,"0",7,6.9
7,"Clam Beach",40.99536694,-124.1109588,"07:03:00","16:58:00","Clear",46,51,"0",8,8.5
7,"Clam Beach",40.99536694,-124.1109588,"07:09:00","16:55:00","Clear",46,48,"0",8,3.6
8,"Sinkyone Wilderness State Park",39.92043479,-123.9397125,"07:06:00","16:57:00","Clear",51,50,"0",8,3.9
8,"Sinkyone Wilderness State Park",39.92043479,-123.9397125,"07:47:00","18:12:00","Patchy rain possible",49,53,"84",8,8.2
8,"Sinkyone Wilderness State Park",39.92043479,-123.9397125,"06:58:00","17:02:00","Partly cloudy",48,53,"25",2,4.3
8,"Sinkyone Wilderness State Park",39.92043479,-123.9397125,"07:03:00","16:59:00","Clear",52,50,"0",5,4.6
8,"Sinkyone Wilderness State Park",39.92043479,-123.9397125,"06:59:00","17:01:00","Clear",47,54,"0",7,6.2
8,"Sinkyone Wilderness State Park",39.92043479,-123.9397125,"07:01:00","17:01:00","Partly cloudy",49,54,"4",7,7.2
9,"Westport-Union Landing State Beach",39.67716307,-123.7912683,"06:57:00","17:01:00","Clear",43,53,"0",5,5.2
9,"Westport-Union Landing State Beach",39.67716307,-123.7912683,"06:59:00","17:00:00","Clear",46,53,"0",6,5.6
9,"Westport-Union Landing State Beach",39.67716307,-123.7912683,"07:45:00","18:12:00","Partly cloudy",46,52,"40",5,6.9
9,"Westport-Union Landing State Beach",39.67716307,-123.7912683,"07:04:00","16:57:00","Clear",48,49,"0",4,3.9
9,"Westport-Union Landing State Beach",39.67716307,-123.7912683,"06:56:00","17:02:00","Partly cloudy",45,52,"8",2,3
9,"Westport-Union Landing State Beach",39.67716307,-123.7912683,"07:01:00","16:59:00","Clear",49,53,"0",4,3.6
10,"MacKerricher Beach",39.489781,-123.798271,"07:04:00","16:57:00","Clear",48,49,"0",6,4.6
10,"MacKerricher Beach",39.489781,-123.798271,"06:57:00","17:02:00","Clear",44,53,"0",6,6.2
10,"MacKerricher Beach",39.489781,-123.798271,"07:45:00","18:12:00","Partly cloudy",47,52,"26",6,7.9
10,"MacKerricher Beach",39.489781,-123.798271,"06:56:00","17:03:00","Partly cloudy",46,52,"7",3,3
10,"MacKerricher Beach",39.489781,-123.798271,"07:01:00","16:59:00","Clear",49,53,"0",4,4.3
10,"MacKerricher Beach",39.489781,-123.798271,"06:58:00","17:01:00","Clear",46,53,"0",4,6.6
11,"Glass Beach",39.45277476,-123.8133215,"06:57:00","17:02:00","Clear",44,53,"0",6,6.2
11,"Glass Beach",39.45277476,-123.8133215,"07:45:00","18:12:00","Partly cloudy",47,52,"26",6,7.9
11,"Glass Beach",39.45277476,-123.8133215,"06:56:00","17:03:00","Partly cloudy",46,52,"7",3,3
11,"Glass Beach",39.45277476,-123.8133215,"07:01:00","16:59:00","Clear",49,53,"0",4,4.3
11,"Glass Beach",39.45277476,-123.8133215,"07:04:00","16:57:00","Clear",48,49,"0",6,4.6
11,"Glass Beach",39.45277476,-123.8133215,"06:58:00","17:01:00","Clear",46,53,"0",4,6.6
12,"Caspar Beach",39.3627382,-123.8172252,"06:56:00","17:03:00","Partly cloudy",46,52,"7",3,3
12,"Caspar Beach",39.3627382,-123.8172252,"07:45:00","18:12:00","Partly cloudy",47,52,"26",6,7.9
12,"Caspar Beach",39.3627382,-123.8172252,"07:00:00","17:00:00","Clear",49,53,"0",4,4.3
12,"Caspar Beach",39.3627382,-123.8172252,"06:57:00","17:02:00","Clear",44,53,"0",6,6.2
12,"Caspar Beach",39.3627382,-123.8172252,"06:58:00","17:01:00","Clear",46,53,"0",4,6.6
12,"Caspar Beach",39.3627382,-123.8172252,"07:04:00","16:58:00","Clear",48,49,"0",6,4.6
13,"Mendocino Headlands State Park",39.309033,-123.806658,"07:45:00","18:12:00","Partly cloudy",47,52,"26",6,7.9
13,"Mendocino Headlands State Park",39.309033,-123.806658,"06:57:00","17:02:00","Clear",44,53,"0",6,6.2
13,"Mendocino Headlands State Park",39.309033,-123.806658,"07:00:00","17:00:00","Clear",49,53,"0",4,4.3
13,"Mendocino Headlands State Park",39.309033,-123.806658,"06:56:00","17:03:00","Partly cloudy",46,52,"7",3,3
13,"Mendocino Headlands State Park",39.309033,-123.806658,"06:58:00","17:01:00","Clear",46,53,"0",4,6.6
13,"Mendocino Headlands State Park",39.309033,-123.806658,"07:03:00","16:58:00","Clear",48,49,"0",6,4.6
14,"Manchester State Park",38.98385949,-123.6993187,"07:44:00","18:13:00","Partly cloudy",48,49,"33",4,8.2
14,"Manchester State Park",38.98385949,-123.6993187,"06:59:00","17:00:00","Clear",51,49,"0",5,4.3
14,"Manchester State Park",38.98385949,-123.6993187,"06:56:00","17:02:00","Clear",47,53,"0",6,6.2
14,"Manchester State Park",38.98385949,-123.6993187,"06:57:00","17:02:00","Partly cloudy",48,53,"2",8,6.6
14,"Manchester State Park",38.98385949,-123.6993187,"07:02:00","16:58:00","Clear",50,49,"0",8,4.9
14,"Manchester State Park",38.98385949,-123.6993187,"06:55:00","17:03:00","Partly cloudy",48,53,"9",4,2.6
15,"Schooner Gulch State Beach",38.86821949,-123.6547063,"06:56:00","17:02:00","Clear",47,53,"0",6,6.2
15,"Schooner Gulch State Beach",38.86821949,-123.6547063,"06:59:00","17:00:00","Clear",51,49,"0",5,4.3
15,"Schooner Gulch State Beach",38.86821949,-123.6547063,"07:44:00","18:13:00","Patchy rain possible",48,49,"80",4,8.2
15,"Schooner Gulch State Beach",38.86821949,-123.6547063,"07:02:00","16:58:00","Clear",50,49,"0",8,4.9
15,"Schooner Gulch State Beach",38.86821949,-123.6547063,"06:54:00","17:03:00","Partly cloudy",48,53,"9",4,2.6
15,"Schooner Gulch State Beach",38.86821949,-123.6547063,"06:57:00","17:02:00","Partly cloudy",48,53,"2",8,6.6
16,"Gualala Point Regional Park",38.76076189,-123.526723,"06:59:00","17:00:00","Clear",51,49,"0",5,4.3
16,"Gualala Point Regional Park",38.76076189,-123.526723,"07:44:00","18:13:00","Patchy rain possible",48,49,"80",4,8.2
16,"Gualala Point Regional Park",38.76076189,-123.526723,"06:54:00","17:03:00","Partly cloudy",48,53,"9",4,2.6
16,"Gualala Point Regional Park",38.76076189,-123.526723,"06:56:00","17:02:00","Clear",47,53,"0",6,6.2
16,"Gualala Point Regional Park",38.76076189,-123.526723,"06:57:00","17:02:00","Partly cloudy",48,53,"2",8,6.6
16,"Gualala Point Regional Park",38.76076189,-123.526723,"07:02:00","16:58:00","Clear",50,49,"0",8,4.9
17,"Black Point Beach",38.686409,-123.432347,"06:53:00","17:02:00","Clear",46,53,"0",4,5.2
17,"Black Point Beach",38.686409,-123.432347,"06:57:00","16:59:00","Clear",51,49,"0",4,4.3
17,"Black Point Beach",38.686409,-123.432347,"07:00:00","16:57:00","Clear",48,48,"0",3,4.3
17,"Black Point Beach",38.686409,-123.432347,"07:42:00","18:12:00","Partly cloudy",48,51,"16",0,7.5
17,"Black Point Beach",38.686409,-123.432347,"06:52:00","17:03:00","Clear",47,52,"0",2,2
17,"Black Point Beach",38.686409,-123.432347,"06:54:00","17:01:00","Clear",47,53,"0",7,6.2
18,"Goat Rock Beach",38.44711794,-123.1265214,"06:51:00","17:02:00","Clear",48,49,"0",2,1.6
18,"Goat Rock Beach",38.44711794,-123.1265214,"06:52:00","17:01:00","Clear",47,53,"0",2,3.6
18,"Goat Rock Beach",38.44711794,-123.1265214,"06:53:00","17:00:00","Clear",46,53,"0",4,4.6
18,"Goat Rock Beach",38.44711794,-123.1265214,"06:58:00","16:57:00","Clear",48,48,"0",5,3.3
18,"Goat Rock Beach",38.44711794,-123.1265214,"06:55:00","16:59:00","Clear",51,49,"0",3,3.3
18,"Goat Rock Beach",38.44711794,-123.1265214,"07:40:00","18:11:00","Partly cloudy",49,52,"13",2,4.9
19,"Blind Beach",38.43699972,-123.1223772,"06:53:00","17:00:00","Clear",46,53,"0",4,4.6
19,"Blind Beach",38.43699972,-123.1223772,"06:55:00","16:59:00","Clear",51,49,"0",3,3.3
19,"Blind Beach",38.43699972,-123.1223772,"06:51:00","17:02:00","Clear",48,49,"0",2,1.6
19,"Blind Beach",38.43699972,-123.1223772,"07:40:00","18:11:00","Partly cloudy",49,52,"13",2,4.9
19,"Blind Beach",38.43699972,-123.1223772,"06:58:00","16:57:00","Clear",48,48,"0",5,3.3
19,"Blind Beach",38.43699972,-123.1223772,"06:52:00","17:01:00","Clear",47,53,"0",2,3.6
20,"Shell Beach",38.417464,-123.105601,"06:58:00","16:57:00","Clear",48,48,"0",5,3.3
20,"Shell Beach",38.417464,-123.105601,"07:41:00","18:12:00","Partly cloudy",46,52,"19",1,4.9
20,"Shell Beach",38.417464,-123.105601,"06:52:00","17:02:00","Clear",44,53,"0",2,1.6
20,"Shell Beach",38.417464,-123.105601,"06:56:00","16:59:00","Clear",49,49,"0",3,3.3
20,"Shell Beach",38.417464,-123.105601,"06:53:00","17:01:00","Clear",44,53,"0",2,3.6
20,"Shell Beach",38.417464,-123.105601,"06:54:00","17:01:00","Clear",44,53,"0",4,4.6
21,"Wrights Beach",38.40033248,-123.0969266,"06:52:00","17:01:00","Clear",47,53,"0",2,3.6
21,"Wrights Beach",38.40033248,-123.0969266,"06:53:00","17:00:00","Clear",46,53,"0",4,4.6
21,"Wrights Beach",38.40033248,-123.0969266,"06:58:00","16:57:00","Clear",48,48,"0",5,3.3
21,"Wrights Beach",38.40033248,-123.0969266,"06:51:00","17:02:00","Clear",48,49,"0",2,1.6
21,"Wrights Beach",38.40033248,-123.0969266,"07:40:00","18:11:00","Partly cloudy",49,52,"13",2,4.9
21,"Wrights Beach",38.40033248,-123.0969266,"06:55:00","16:59:00","Clear",51,49,"0",3,3.3
22,"Gleason Beach",38.39010789,-123.0857298,"06:55:00","16:59:00","Clear",51,49,"0",3,3.3
22,"Gleason Beach",38.39010789,-123.0857298,"06:53:00","17:00:00","Clear",46,53,"0",4,4.6
22,"Gleason Beach",38.39010789,-123.0857298,"06:58:00","16:57:00","Clear",48,48,"0",5,3.3
22,"Gleason Beach",38.39010789,-123.0857298,"07:40:00","18:11:00","Partly cloudy",49,52,"13",2,4.9
22,"Gleason Beach",38.39010789,-123.0857298,"06:51:00","17:02:00","Clear",48,49,"0",2,1.6
22,"Gleason Beach",38.39010789,-123.0857298,"06:52:00","17:01:00","Clear",47,53,"0",2,3.6
23,"Schoolhouse Beach",38.37626954,-123.0786946,"07:40:00","18:11:00","Partly cloudy",49,52,"13",2,4.9
23,"Schoolhouse Beach",38.37626954,-123.0786946,"06:53:00","17:00:00","Clear",46,53,"0",4,4.6
23,"Schoolhouse Beach",38.37626954,-123.0786946,"06:52:00","17:01:00","Clear",47,53,"0",2,3.6
23,"Schoolhouse Beach",38.37626954,-123.0786946,"06:55:00","16:59:00","Clear",51,49,"0",3,3.3
23,"Schoolhouse Beach",38.37626954,-123.0786946,"06:51:00","17:02:00","Clear",48,49,"0",2,1.6
23,"Schoolhouse Beach",38.37626954,-123.0786946,"06:58:00","16:57:00","Clear",48,48,"0",5,3.3
24,"Carmet Beach",38.37254912,-123.0762862,"06:53:00","17:00:00","Clear",46,53,"0",4,4.6
24,"Carmet Beach",38.37254912,-123.0762862,"06:55:00","16:59:00","Clear",51,49,"0",3,3.3
24,"Carmet Beach",38.37254912,-123.0762862,"06:51:00","17:02:00","Clear",48,49,"0",2,1.6
24,"Carmet Beach",38.37254912,-123.0762862,"07:40:00","18:11:00","Partly cloudy",49,52,"13",2,4.9
24,"Carmet Beach",38.37254912,-123.0762862,"06:52:00","17:01:00","Clear",47,53,"0",2,3.6
24,"Carmet Beach",38.37254912,-123.0762862,"06:58:00","16:57:00","Clear",48,48,"0",5,3.3
25,"Arched Rock Beach",38.36725878,-123.0726081,"07:40:00","18:11:00","Partly cloudy",49,52,"13",2,4.9
25,"Arched Rock Beach",38.36725878,-123.0726081,"06:51:00","17:02:00","Clear",48,49,"0",2,1.6
25,"Arched Rock Beach",38.36725878,-123.0726081,"06:55:00","16:59:00","Clear",51,49,"0",3,3.3
25,"Arched Rock Beach",38.36725878,-123.0726081,"06:52:00","17:01:00","Clear",47,53,"0",2,3.6
25,"Arched Rock Beach",38.36725878,-123.0726081,"06:53:00","17:00:00","Clear",46,53,"0",4,4.6
25,"Arched Rock Beach",38.36725878,-123.0726081,"06:58:00","16:57:00","Clear",48,48,"0",5,3.3
26,"Coleman Beach",38.36596694,-123.0714996,"06:58:00","16:57:00","Clear",48,48,"0",5,3.3
26,"Coleman Beach",38.36596694,-123.0714996,"06:51:00","17:02:00","Clear",48,49,"0",2,1.6
26,"Coleman Beach",38.36596694,-123.0714996,"06:55:00","16:59:00","Clear",51,49,"0",3,3.3
26,"Coleman Beach",38.36596694,-123.0714996,"06:52:00","17:01:00","Clear",47,53,"0",2,3.6
26,"Coleman Beach",38.36596694,-123.0714996,"06:53:00","17:00:00","Clear",46,53,"0",4,4.6
26,"Coleman Beach",38.36596694,-123.0714996,"07:40:00","18:11:00","Partly cloudy",49,52,"13",2,4.9
27,"Miwok Beach",38.36111029,-123.0691915,"07:40:00","18:11:00","Partly cloudy",49,52,"13",2,4.9
27,"Miwok Beach",38.36111029,-123.0691915,"06:51:00","17:02:00","Clear",48,49,"0",2,1.6
27,"Miwok Beach",38.36111029,-123.0691915,"06:55:00","16:59:00","Clear",51,49,"0",3,3.3
27,"Miwok Beach",38.36111029,-123.0691915,"06:52:00","17:01:00","Clear",47,53,"0",2,3.6
27,"Miwok Beach",38.36111029,-123.0691915,"06:53:00","17:00:00","Clear",46,53,"0",4,4.6
27,"Miwok Beach",38.36111029,-123.0691915,"06:58:00","16:57:00","Clear",48,48,"0",5,3.3
28,"North Salmon Creek Beach",38.35991175,-123.0687585,"06:55:00","16:59:00","Clear",51,49,"0",3,3.3
28,"North Salmon Creek Beach",38.35991175,-123.0687585,"06:52:00","17:01:00","Clear",47,53,"0",2,3.6
28,"North Salmon Creek Beach",38.35991175,-123.0687585,"06:53:00","17:00:00","Clear",46,53,"0",4,4.6
28,"North Salmon Creek Beach",38.35991175,-123.0687585,"06:51:00","17:02:00","Clear",48,49,"0",2,1.6
28,"North Salmon Creek Beach",38.35991175,-123.0687585,"07:40:00","18:11:00","Partly cloudy",49,52,"13",2,4.9
28,"North Salmon Creek Beach",38.35991175,-123.0687585,"06:58:00","16:57:00","Clear",48,48,"0",5,3.3
29,"South Salmon Creek Beach",38.33989879,-123.0684011,"06:51:00","17:02:00","Clear",48,49,"0",2,1.6
29,"South Salmon Creek Beach",38.33989879,-123.0684011,"06:55:00","16:59:00","Clear",51,49,"0",3,3.3
29,"South Salmon Creek Beach",38.33989879,-123.0684011,"06:52:00","17:01:00","Clear",47,53,"0",2,3.6
29,"South Salmon Creek Beach",38.33989879,-123.0684011,"06:53:00","17:00:00","Clear",46,53,"0",4,4.6
29,"South Salmon Creek Beach",38.33989879,-123.0684011,"06:58:00","16:57:00","Clear",48,48,"0",5,3.3
29,"South Salmon Creek Beach",38.33989879,-123.0684011,"07:40:00","18:11:00","Partly cloudy",49,52,"13",2,4.9
30,"Doran Beach",38.31450636,-123.0443867,"06:55:00","16:59:00","Clear",50,50,"0",5,3.6
30,"Doran Beach",38.31450636,-123.0443867,"06:58:00","16:57:00","Clear",46,53,"0",6,3.6
30,"Doran Beach",38.31450636,-123.0443867,"06:53:00","17:00:00","Clear",46,53,"0",5,4.9
30,"Doran Beach",38.31450636,-123.0443867,"06:52:00","17:01:00","Clear",46,53,"0",3,3.9
30,"Doran Beach",38.31450636,-123.0443867,"07:40:00","18:11:00","Partly cloudy",51,49,"12",4,5.9
30,"Doran Beach",38.31450636,-123.0443867,"06:50:00","17:02:00","Clear",49,50,"0",6,1.6
31,"Dillon beach",38.25058272,-122.9669146,"07:40:00","18:11:00","Partly cloudy",51,49,"12",4,5.9
31,"Dillon beach",38.25058272,-122.9669146,"06:52:00","17:00:00","Clear",46,53,"0",5,4.9
31,"Dillon beach",38.25058272,-122.9669146,"06:58:00","16:57:00","Clear",46,53,"0",6,3.6
31,"Dillon beach",38.25058272,-122.9669146,"06:51:00","17:01:00","Clear",46,53,"0",3,3.9
31,"Dillon beach",38.25058272,-122.9669146,"06:54:00","16:59:00","Clear",50,50,"0",5,3.6
31,"Dillon beach",38.25058272,-122.9669146,"06:50:00","17:02:00","Clear",49,50,"0",6,1.6
32,"Point Reyes Beach",38.082153,-122.972819,"06:53:00","16:59:00","Clear",53,51,"0",6,3.9
32,"Point Reyes Beach",38.082153,-122.972819,"06:50:00","17:01:00","Clear",50,50,"0",5,4.6
32,"Point Reyes Beach",38.082153,-122.972819,"06:51:00","17:00:00","Clear",50,50,"0",8,5.6
32,"Point Reyes Beach",38.082153,-122.972819,"06:57:00","16:57:00","Clear",50,50,"0",5,4.3
32,"Point Reyes Beach",38.082153,-122.972819,"07:39:00","18:11:00","Partly cloudy",53,50,"12",9,6.9
32,"Point Reyes Beach",38.082153,-122.972819,"06:49:00","17:02:00","Clear",52,50,"0",6,2
33,"Stinson Beach Park",37.89914093,-122.6457161,"06:50:00","17:00:00","Clear",50,55,"0",7,3.3
33,"Stinson Beach Park",37.89914093,-122.6457161,"06:48:00","17:01:00","Clear",52,51,"0",11,1.3
33,"Stinson Beach Park",37.89914093,-122.6457161,"06:52:00","16:58:00","Clear",53,52,"0",9,2.3
33,"Stinson Beach Park",37.89914093,-122.6457161,"07:38:00","18:10:00","Partly cloudy",53,51,"13",9,3.9
33,"Stinson Beach Park",37.89914093,-122.6457161,"06:56:00","16:56:00","Clear",50,51,"0",16,2.6
33,"Stinson Beach Park",37.89914093,-122.6457161,"06:49:00","17:00:00","Clear",50,55,"0",8,2.3
34,"Muir Beach",37.859424,-122.576835,"06:52:00","16:58:00","Clear",53,52,"0",9,2.3
34,"Muir Beach",37.859424,-122.576835,"06:48:00","17:01:00","Clear",52,51,"0",11,1.3
34,"Muir Beach",37.859424,-122.576835,"07:37:00","18:10:00","Patchy rain possible",53,51,"85",9,3.9
34,"Muir Beach",37.859424,-122.576835,"06:55:00","16:56:00","Clear",50,51,"0",16,2.6
34,"Muir Beach",37.859424,-122.576835,"06:50:00","17:00:00","Clear",50,55,"0",7,3.3
34,"Muir Beach",37.859424,-122.576835,"06:49:00","17:00:00","Clear",50,55,"0",8,2.3
35,"Rodeo Beach",37.83175951,-122.5385814,"06:55:00","16:56:00","Clear",50,51,"0",16,2.6
35,"Rodeo Beach",37.83175951,-122.5385814,"07:37:00","18:10:00","Partly cloudy",53,51,"13",9,3.9
35,"Rodeo Beach",37.83175951,-122.5385814,"06:47:00","17:01:00","Clear",52,51,"0",11,1.3
35,"Rodeo Beach",37.83175951,-122.5385814,"06:52:00","16:58:00","Clear",53,52,"0",9,2.3
35,"Rodeo Beach",37.83175951,-122.5385814,"06:48:00","17:00:00","Clear",50,55,"0",8,2.3
35,"Rodeo Beach",37.83175951,-122.5385814,"06:49:00","16:59:00","Clear",50,55,"0",7,3.3
36,"Marshall's Beach",37.80212595,-122.4800495,"06:51:00","16:58:00","Clear",53,52,"0",9,2.3
36,"Marshall's Beach",37.80212595,-122.4800495,"06:48:00","17:00:00","Clear",50,55,"0",8,2.3
36,"Marshall's Beach",37.80212595,-122.4800495,"06:49:00","16:59:00","Clear",50,55,"0",7,3.3
36,"Marshall's Beach",37.80212595,-122.4800495,"07:37:00","18:10:00","Partly cloudy",53,51,"13",9,3.9
36,"Marshall's Beach",37.80212595,-122.4800495,"06:55:00","16:56:00","Clear",50,51,"0",16,2.6
36,"Marshall's Beach",37.80212595,-122.4800495,"06:47:00","17:01:00","Clear",52,51,"0",11,1.3
37,"Baker Beach",37.79389403,-122.4837904,"06:47:00","17:01:00","Clear",52,51,"0",11,1.3
37,"Baker Beach",37.79389403,-122.4837904,"06:48:00","17:00:00","Clear",50,55,"0",8,2.3
37,"Baker Beach",37.79389403,-122.4837904,"06:49:00","16:59:00","Clear",50,55,"0",7,3.3
37,"Baker Beach",37.79389403,-122.4837904,"06:55:00","16:56:00","Clear",50,51,"0",16,2.6
37,"Baker Beach",37.79389403,-122.4837904,"07:37:00","18:10:00","Partly cloudy",53,51,"13",9,3.9
37,"Baker Beach",37.79389403,-122.4837904,"06:51:00","16:58:00","Clear",53,52,"0",9,2.3
38,"Lands End Beach",37.78765857,-122.5061247,"06:55:00","16:56:00","Clear",50,51,"0",16,2.6
38,"Lands End Beach",37.78765857,-122.5061247,"06:49:00","16:59:00","Clear",50,55,"0",7,3.3
38,"Lands End Beach",37.78765857,-122.5061247,"06:48:00","17:00:00","Clear",50,55,"0",8,2.3
38,"Lands End Beach",37.78765857,-122.5061247,"06:52:00","16:58:00","Clear",53,52,"0",9,2.3
38,"Lands End Beach",37.78765857,-122.5061247,"06:47:00","17:01:00","Clear",52,51,"0",11,1.3
38,"Lands End Beach",37.78765857,-122.5061247,"07:37:00","18:10:00","Patchy rain possible",53,51,"81",9,3.9
39,"Ocean Beach (SF)",37.759369,-122.511772,"06:47:00","17:01:00","Clear",52,51,"0",11,1.3
39,"Ocean Beach (SF)",37.759369,-122.511772,"06:55:00","16:56:00","Clear",50,51,"0",16,2.6
39,"Ocean Beach (SF)",37.759369,-122.511772,"06:49:00","16:59:00","Clear",50,55,"0",7,3.3
39,"Ocean Beach (SF)",37.759369,-122.511772,"06:48:00","17:00:00","Clear",50,55,"0",8,2.3
39,"Ocean Beach (SF)",37.759369,-122.511772,"06:52:00","16:58:00","Clear",53,52,"0",9,2.3
39,"Ocean Beach (SF)",37.759369,-122.511772,"07:37:00","18:10:00","Partly cloudy",53,51,"13",9,3.9
40,"Funston Beach",37.71968785,-122.5028803,"07:37:00","18:10:00","Patchy rain possible",53,51,"77",9,3.9
40,"Funston Beach",37.71968785,-122.5028803,"06:47:00","17:01:00","Clear",52,51,"0",11,1.3
40,"Funston Beach",37.71968785,-122.5028803,"06:51:00","16:58:00","Clear",53,52,"0",9,2.3
40,"Funston Beach",37.71968785,-122.5028803,"06:48:00","17:00:00","Clear",50,55,"0",8,2.3
40,"Funston Beach",37.71968785,-122.5028803,"06:55:00","16:56:00","Clear",50,51,"0",16,2.6
40,"Funston Beach",37.71968785,-122.5028803,"06:49:00","16:59:00","Clear",50,55,"0",7,3.3
41,"Thornton Beach State Park",37.69895078,-122.4966631,"06:55:00","16:56:00","Clear",50,51,"0",16,2.6
41,"Thornton Beach State Park",37.69895078,-122.4966631,"07:37:00","18:10:00","Patchy rain possible",53,51,"77",9,3.9
41,"Thornton Beach State Park",37.69895078,-122.4966631,"06:47:00","17:01:00","Clear",52,51,"0",11,1.3
41,"Thornton Beach State Park",37.69895078,-122.4966631,"06:51:00","16:58:00","Clear",53,52,"0",9,2.3
41,"Thornton Beach State Park",37.69895078,-122.4966631,"06:48:00","17:00:00","Clear",50,55,"0",8,2.3
41,"Thornton Beach State Park",37.69895078,-122.4966631,"06:49:00","16:59:00","Clear",50,55,"0",7,3.3
42,"Mussel Rock Park",37.66864578,-122.4949438,"06:55:00","16:56:00","Clear",50,51,"0",16,2.6
42,"Mussel Rock Park",37.66864578,-122.4949438,"06:47:00","17:01:00","Clear",52,51,"0",11,1.3
